Size,BHK,Bathroom,City,FurnishingStatus,AreaType,Rent
700,2,1,Delhi,Unfurnished,Carpet Area,16000
1000,2,2,Delhi,Semi-Furnished,Carpet Area,20000
54,1,1,Delhi,Semi-Furnished,Super Area,7000
200,3,3,Delhi,Unfurnished,Carpet Area,85000
200,1,1,Delhi,Furnished,Super Area,15000
800,2,2,Delhi,Furnished,Super Area,22000
1000,2,2,Delhi,Unfurnished,Super Area,32000
500,2,2,Delhi,Semi-Furnished,Carpet Area,20000
300,1,1,Delhi,Semi-Furnished,Super Area,35000
900,2,2,Delhi,Unfurnished,Carpet Area,35000
240,3,3,Delhi,Unfurnished,Carpet Area,65000
650,2,2,Delhi,Semi-Furnished,Carpet Area,15000
950,3,2,Delhi,Semi-Furnished,Carpet Area,12000
500,1,1,Delhi,Semi-Furnished,Super Area,8000
500,1,1,Delhi,Semi-Furnished,Super Area,11000
450,2,2,Delhi,Semi-Furnished,Super Area,12000
2800,4,4,Delhi,Semi-Furnished,Carpet Area,140000
150,2,1,Delhi,Semi-Furnished,Super Area,24000
400,1,1,Delhi,Furnished,Carpet Area,20000
100,3,2,Delhi,Furnished,Super Area,16000
400,1,1,Delhi,Semi-Furnished,Carpet Area,15000
900,2,2,Delhi,Semi-Furnished,Carpet Area,28500
1350,3,3,Delhi,Semi-Furnished,Super Area,30000
500,1,1,Delhi,Semi-Furnished,Super Area,16000
1700,3,3,Delhi,Furnished,Carpet Area,80000
400,1,1,Delhi,Unfurnished,Carpet Area,11000
110,2,1,Delhi,Semi-Furnished,Super Area,21000
1200,3,2,Delhi,Semi-Furnished,Super Area,10500
50,2,2,Delhi,Semi-Furnished,Carpet Area,15000
100,3,2,Delhi,Semi-Furnished,Super Area,16000
1000,2,2,Delhi,Furnished,Super Area,45000
63,1,1,Delhi,Furnished,Super Area,6000
1800,3,2,Delhi,Semi-Furnished,Super Area,40000
1440,2,2,Delhi,Semi-Furnished,Carpet Area,36000
55,2,2,Delhi,Unfurnished,Super Area,12000
1500,3,3,Delhi,Unfurnished,Carpet Area,45000
400,2,1,Delhi,Unfurnished,Super Area,20000
100,3,2,Delhi,Furnished,Carpet Area,10000
500,2,1,Delhi,Unfurnished,Super Area,5000
100,2,2,Delhi,Unfurnished,Super Area,8000
455,2,1,Delhi,Unfurnished,Super Area,13000
80,2,1,Delhi,Semi-Furnished,Carpet Area,15000
450,2,1,Delhi,Unfurnished,Super Area,7500
400,1,1,Delhi,Unfurnished,Super Area,6000
300,4,4,Delhi,Unfurnished,Super Area,100000
700,2,2,Delhi,Semi-Furnished,Super Area,12000
600,2,2,Delhi,Semi-Furnished,Super Area,10000
800,2,2,Delhi,Semi-Furnished,Super Area,10000
950,2,2,Delhi,Unfurnished,Super Area,12000
450,2,1,Delhi,Semi-Furnished,Super Area,15000
450,1,1,Delhi,Unfurnished,Carpet Area,10000
68,2,1,Delhi,Unfurnished,Super Area,12000
850,2,2,Delhi,Unfurnished,Carpet Area,14500
1000,2,2,Delhi,Semi-Furnished,Super Area,18500
600,1,1,Delhi,Furnished,Carpet Area,24000
65,2,1,Delhi,Unfurnished,Super Area,11000
1700,3,3,Delhi,Semi-Furnished,Carpet Area,52000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,70000
1000,2,1,Delhi,Semi-Furnished,Super Area,12000
900,2,2,Delhi,Semi-Furnished,Carpet Area,22000
2300,4,4,Delhi,Semi-Furnished,Super Area,200000
75,2,2,Delhi,Unfurnished,Super Area,20000
200,3,3,Delhi,Semi-Furnished,Carpet Area,45000
200,1,1,Delhi,Unfurnished,Carpet Area,8000
200,1,1,Delhi,Unfurnished,Carpet Area,8000
450,2,1,Delhi,Semi-Furnished,Carpet Area,9500
750,2,2,Delhi,Furnished,Carpet Area,25000
400,2,1,Delhi,Unfurnished,Carpet Area,12000
84,2,2,Delhi,Semi-Furnished,Carpet Area,24000
90,2,2,Delhi,Unfurnished,Super Area,27000
90,2,2,Delhi,Semi-Furnished,Super Area,18000
500,2,2,Delhi,Semi-Furnished,Super Area,17000
75,2,2,Delhi,Unfurnished,Super Area,15000
512,1,1,Delhi,Furnished,Carpet Area,13000
1500,3,3,Delhi,Semi-Furnished,Carpet Area,70000
446,1,1,Delhi,Unfurnished,Super Area,14000
1100,3,2,Delhi,Semi-Furnished,Super Area,32000
125,1,1,Delhi,Unfurnished,Super Area,4000
1800,3,3,Delhi,Furnished,Super Area,100000
1300,3,2,Delhi,Unfurnished,Super Area,20000
2000,3,2,Delhi,Semi-Furnished,Super Area,30000
1200,2,2,Delhi,Furnished,Carpet Area,150000
125,3,2,Delhi,Unfurnished,Super Area,19500
730,2,2,Delhi,Unfurnished,Carpet Area,18000
160,2,2,Delhi,Semi-Furnished,Carpet Area,25000
1000,2,2,Delhi,Unfurnished,Super Area,18000
450,1,1,Delhi,Furnished,Super Area,10000
75,2,2,Delhi,Furnished,Super Area,12000
2000,3,3,Delhi,Semi-Furnished,Super Area,25000
2400,4,3,Delhi,Unfurnished,Super Area,40000
1800,2,2,Delhi,Semi-Furnished,Super Area,30000
1800,3,3,Delhi,Unfurnished,Super Area,29000
2200,3,3,Delhi,Unfurnished,Super Area,35000
2200,3,2,Delhi,Semi-Furnished,Carpet Area,21000
900,3,2,Delhi,Semi-Furnished,Carpet Area,31000
75,2,1,Delhi,Unfurnished,Super Area,8000
75,2,2,Delhi,Semi-Furnished,Super Area,15500
1800,3,3,Delhi,Semi-Furnished,Carpet Area,32000
160,3,3,Delhi,Semi-Furnished,Carpet Area,30000
2700,4,4,Delhi,Semi-Furnished,Carpet Area,42000
1050,3,2,Delhi,Furnished,Carpet Area,20500
1800,3,3,Delhi,Furnished,Super Area,60000
2700,2,2,Delhi,Furnished,Super Area,95000
499,1,1,Delhi,Semi-Furnished,Carpet Area,16000
450,1,1,Delhi,Unfurnished,Carpet Area,8500
60,1,1,Delhi,Unfurnished,Super Area,14000
2200,3,3,Delhi,Unfurnished,Super Area,140000
130,2,1,Delhi,Unfurnished,Super Area,8000
650,3,1,Delhi,Semi-Furnished,Super Area,12500
100,2,1,Delhi,Unfurnished,Super Area,14000
45,2,1,Delhi,Unfurnished,Super Area,6000
600,2,2,Delhi,Unfurnished,Super Area,10000
800,3,1,Delhi,Unfurnished,Super Area,15000
1500,3,3,Delhi,Unfurnished,Carpet Area,8000
30,1,1,Delhi,Furnished,Super Area,10000
55,1,1,Delhi,Unfurnished,Super Area,8500
900,2,2,Delhi,Semi-Furnished,Carpet Area,25000
1000,2,1,Delhi,Unfurnished,Carpet Area,13000
360,1,1,Delhi,Semi-Furnished,Super Area,6000
450,1,1,Delhi,Furnished,Super Area,7000
900,2,2,Delhi,Semi-Furnished,Super Area,22000
1100,2,2,Delhi,Furnished,Super Area,40000
700,2,2,Delhi,Furnished,Super Area,22000
400,1,1,Delhi,Unfurnished,Super Area,4500
950,3,2,Delhi,Unfurnished,Super Area,15000
3000,3,4,Delhi,Semi-Furnished,Super Area,130000
950,2,2,Delhi,Unfurnished,Carpet Area,23000
1100,3,3,Delhi,Semi-Furnished,Super Area,45000
497,1,1,Delhi,Unfurnished,Carpet Area,15000
100,3,2,Delhi,Semi-Furnished,Super Area,13000
70,2,2,Delhi,Semi-Furnished,Super Area,10000
55,2,2,Delhi,Unfurnished,Super Area,10000
300,1,1,Delhi,Unfurnished,Super Area,6500
400,1,1,Delhi,Unfurnished,Carpet Area,7000
500,2,2,Delhi,Semi-Furnished,Super Area,7000
650,4,2,Delhi,Furnished,Super Area,17401
630,1,1,Delhi,Furnished,Super Area,5500
450,1,1,Delhi,Unfurnished,Super Area,20000
500,2,1,Delhi,Semi-Furnished,Super Area,7000
200,5,5,Delhi,Unfurnished,Carpet Area,190000
95,2,1,Delhi,Semi-Furnished,Super Area,13000
272,4,3,Delhi,Furnished,Carpet Area,60000
800,2,2,Delhi,Unfurnished,Carpet Area,17000
50,2,2,Delhi,Unfurnished,Super Area,16000
400,1,1,Delhi,Furnished,Super Area,9500
450,1,1,Delhi,Unfurnished,Super Area,5000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,27000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,29000
2000,3,3,Delhi,Semi-Furnished,Carpet Area,29000
2700,4,4,Delhi,Semi-Furnished,Carpet Area,37000
2700,4,3,Delhi,Semi-Furnished,Carpet Area,36000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,35000
2700,4,4,Delhi,Semi-Furnished,Carpet Area,42000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,37000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,30000
1200,3,2,Delhi,Semi-Furnished,Super Area,20000
600,1,1,Delhi,Semi-Furnished,Carpet Area,8500
350,1,1,Delhi,Furnished,Super Area,11000
100,2,2,Delhi,Semi-Furnished,Super Area,14000
1800,3,3,Delhi,Unfurnished,Carpet Area,55000
900,2,2,Delhi,Semi-Furnished,Carpet Area,25000
1150,3,2,Delhi,Unfurnished,Carpet Area,20500
1400,4,2,Delhi,Semi-Furnished,Carpet Area,28000
500,1,1,Delhi,Semi-Furnished,Super Area,5000
300,4,3,Delhi,Semi-Furnished,Carpet Area,35000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,30000
500,1,1,Delhi,Unfurnished,Carpet Area,10000
500,1,1,Delhi,Unfurnished,Super Area,11000
80,2,2,Delhi,Semi-Furnished,Super Area,17000
1000,2,2,Delhi,Semi-Furnished,Super Area,35000
1600,3,2,Delhi,Unfurnished,Super Area,30000
1800,4,4,Delhi,Semi-Furnished,Super Area,30000
400,2,2,Delhi,Semi-Furnished,Carpet Area,13000
900,2,2,Delhi,Semi-Furnished,Super Area,13000
480,1,1,Delhi,Unfurnished,Carpet Area,11000
180,1,1,Delhi,Unfurnished,Carpet Area,13000
1000,2,2,Delhi,Unfurnished,Carpet Area,33000
1120,3,2,Delhi,Unfurnished,Super Area,25000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,70000
1200,3,2,Delhi,Semi-Furnished,Carpet Area,30000
550,1,1,Delhi,Semi-Furnished,Super Area,9000
1400,2,1,Delhi,Unfurnished,Super Area,14500
1600,3,2,Delhi,Semi-Furnished,Carpet Area,50000
650,1,1,Delhi,Semi-Furnished,Carpet Area,20000
120,4,4,Delhi,Furnished,Super Area,15000
450,2,1,Delhi,Unfurnished,Carpet Area,7500
520,1,1,Delhi,Furnished,Super Area,13500
850,1,1,Delhi,Semi-Furnished,Super Area,14000
850,2,2,Delhi,Semi-Furnished,Carpet Area,18000
585,2,1,Delhi,Semi-Furnished,Carpet Area,14000
1600,3,2,Delhi,Furnished,Carpet Area,65000
950,2,2,Delhi,Unfurnished,Super Area,22000
120,1,1,Delhi,Unfurnished,Super Area,4000
500,2,1,Delhi,Semi-Furnished,Super Area,10000
200,1,1,Delhi,Unfurnished,Carpet Area,7500
550,1,1,Delhi,Semi-Furnished,Super Area,17000
650,1,1,Delhi,Semi-Furnished,Carpet Area,18000
2800,4,4,Delhi,Unfurnished,Carpet Area,70000
50,1,1,Delhi,Furnished,Super Area,10000
550,2,1,Delhi,Unfurnished,Carpet Area,15000
90,2,2,Delhi,Semi-Furnished,Super Area,16500
2925,3,3,Delhi,Semi-Furnished,Super Area,100000
150,1,1,Delhi,Furnished,Carpet Area,7500
450,2,1,Delhi,Unfurnished,Super Area,6000
750,2,2,Delhi,Unfurnished,Carpet Area,18000
975,2,1,Delhi,Semi-Furnished,Super Area,18000
106,3,1,Delhi,Semi-Furnished,Super Area,8000
750,2,2,Delhi,Furnished,Super Area,14000
80,2,2,Delhi,Semi-Furnished,Super Area,11000
96,3,2,Delhi,Unfurnished,Super Area,25000
500,1,1,Delhi,Unfurnished,Super Area,9000
1550,3,2,Delhi,Semi-Furnished,Carpet Area,47000
1000,2,2,Delhi,Semi-Furnished,Super Area,20000
400,1,1,Delhi,Unfurnished,Super Area,6000
450,1,1,Delhi,Unfurnished,Super Area,5000
1000,2,1,Delhi,Semi-Furnished,Super Area,20000
450,1,1,Delhi,Unfurnished,Super Area,10000
100,3,2,Delhi,Semi-Furnished,Super Area,15000
550,2,2,Delhi,Semi-Furnished,Carpet Area,13500
400,1,1,Delhi,Semi-Furnished,Super Area,5500
60,1,1,Delhi,Furnished,Super Area,14000
900,4,2,Delhi,Unfurnished,Super Area,18000
700,1,1,Delhi,Semi-Furnished,Super Area,20000
500,2,1,Delhi,Unfurnished,Super Area,9300
2000,3,3,Delhi,Furnished,Carpet Area,80000
400,2,1,Delhi,Semi-Furnished,Carpet Area,7500
1500,3,2,Delhi,Unfurnished,Carpet Area,30000
70,2,1,Delhi,Unfurnished,Super Area,13000
60,2,2,Delhi,Unfurnished,Super Area,8500
200,3,3,Delhi,Semi-Furnished,Carpet Area,44300
1650,2,2,Delhi,Furnished,Carpet Area,45000
1150,2,2,Delhi,Unfurnished,Carpet Area,30000
1800,2,2,Delhi,Furnished,Carpet Area,40000
4000,4,5,Delhi,Semi-Furnished,Carpet Area,530000
900,2,1,Delhi,Unfurnished,Super Area,12000
700,2,1,Delhi,Unfurnished,Super Area,13500
900,2,2,Delhi,Unfurnished,Super Area,30000
400,1,1,Delhi,Semi-Furnished,Super Area,9500
2700,4,4,Delhi,Unfurnished,Carpet Area,200000
2000,3,3,Delhi,Unfurnished,Super Area,30000
450,2,1,Delhi,Unfurnished,Super Area,9000
400,2,1,Delhi,Unfurnished,Carpet Area,13000
500,2,1,Delhi,Semi-Furnished,Super Area,7000
450,1,1,Delhi,Furnished,Carpet Area,18000
350,1,1,Delhi,Unfurnished,Super Area,3500
272,4,4,Delhi,Unfurnished,Carpet Area,65000
545,1,1,Delhi,Furnished,Super Area,19000
84,2,2,Delhi,Semi-Furnished,Super Area,23000
600,1,1,Delhi,Furnished,Super Area,12000
75,2,2,Delhi,Unfurnished,Super Area,15000
165,3,2,Delhi,Semi-Furnished,Carpet Area,38000
1100,3,3,Delhi,Unfurnished,Carpet Area,50000
500,1,1,Delhi,Unfurnished,Super Area,6500
150,3,3,Delhi,Semi-Furnished,Carpet Area,35000
70,2,2,Delhi,Semi-Furnished,Super Area,15000
250,3,2,Delhi,Semi-Furnished,Super Area,30000
70,2,2,Delhi,Unfurnished,Super Area,10000
300,1,1,Delhi,Semi-Furnished,Carpet Area,18000
1800,3,3,Delhi,Semi-Furnished,Carpet Area,30000
400,1,1,Delhi,Semi-Furnished,Carpet Area,16000
1250,3,2,Delhi,Semi-Furnished,Super Area,22000
480,2,1,Delhi,Semi-Furnished,Super Area,9000
84,2,2,Delhi,Semi-Furnished,Carpet Area,20200
84,2,2,Delhi,Semi-Furnished,Carpet Area,19500
600,2,2,Delhi,Semi-Furnished,Carpet Area,21000
600,2,2,Delhi,Semi-Furnished,Carpet Area,20000
720,2,2,Delhi,Semi-Furnished,Super Area,13000
75,2,1,Delhi,Unfurnished,Carpet Area,6500
1000,3,2,Delhi,Unfurnished,Super Area,25000
900,2,2,Delhi,Semi-Furnished,Carpet Area,20000
2200,2,2,Delhi,Semi-Furnished,Carpet Area,33000
900,3,1,Delhi,Semi-Furnished,Carpet Area,18000
550,1,1,Delhi,Semi-Furnished,Carpet Area,13000
450,2,1,Delhi,Furnished,Super Area,10000
470,2,2,Delhi,Furnished,Super Area,10000
125,3,2,Delhi,Semi-Furnished,Super Area,23000
400,1,1,Delhi,Furnished,Carpet Area,20000
2600,4,4,Delhi,Semi-Furnished,Carpet Area,150000
1500,3,3,Delhi,Semi-Furnished,Carpet Area,25000
80,2,1,Delhi,Semi-Furnished,Super Area,21000
1100,3,2,Delhi,Semi-Furnished,Carpet Area,30000
1000,2,2,Delhi,Semi-Furnished,Super Area,22000
800,2,2,Delhi,Unfurnished,Super Area,14000
50,2,1,Delhi,Furnished,Super Area,7000
1000,2,2,Delhi,Semi-Furnished,Super Area,18500
550,1,1,Delhi,Unfurnished,Carpet Area,8500
450,1,1,Delhi,Unfurnished,Carpet Area,8000
670,2,2,Delhi,Furnished,Super Area,10000
700,2,1,Delhi,Semi-Furnished,Super Area,15000
125,3,2,Delhi,Semi-Furnished,Super Area,37000
1872,3,3,Delhi,Semi-Furnished,Super Area,90000
650,2,1,Delhi,Unfurnished,Carpet Area,12000
550,2,2,Delhi,Unfurnished,Carpet Area,13000
84,2,2,Delhi,Semi-Furnished,Carpet Area,22000
90,1,2,Delhi,Unfurnished,Super Area,4000
1000,2,2,Delhi,Unfurnished,Super Area,12000
65,1,1,Delhi,Unfurnished,Super Area,9000
75,2,1,Delhi,Unfurnished,Super Area,14000
250,1,1,Delhi,Furnished,Carpet Area,15000
900,2,2,Delhi,Unfurnished,Super Area,12500
900,3,3,Delhi,Semi-Furnished,Carpet Area,30000
650,2,2,Delhi,Unfurnished,Super Area,9500
900,2,2,Delhi,Semi-Furnished,Super Area,15000
800,1,1,Delhi,Semi-Furnished,Super Area,12000
410,1,1,Delhi,Unfurnished,Carpet Area,8000
1500,3,3,Delhi,Furnished,Super Area,70000
2800,4,4,Delhi,Unfurnished,Carpet Area,250000
1800,3,2,Delhi,Semi-Furnished,Carpet Area,31500
1400,2,2,Delhi,Semi-Furnished,Carpet Area,30000
1600,3,3,Delhi,Semi-Furnished,Super Area,60000
1200,3,2,Delhi,Semi-Furnished,Carpet Area,35000
1150,3,3,Delhi,Unfurnished,Carpet Area,55000
110,2,1,Delhi,Semi-Furnished,Super Area,20000
300,1,1,Delhi,Furnished,Super Area,6500
750,2,2,Delhi,Semi-Furnished,Carpet Area,17000
450,1,1,Delhi,Semi-Furnished,Carpet Area,9300
410,2,1,Delhi,Unfurnished,Super Area,7500
800,2,1,Delhi,Furnished,Super Area,20000
120,3,3,Delhi,Furnished,Super Area,18000
650,1,1,Delhi,Furnished,Carpet Area,15000
400,2,1,Delhi,Unfurnished,Carpet Area,13000
810,2,2,Delhi,Semi-Furnished,Super Area,20000
700,3,2,Delhi,Furnished,Super Area,12000
1125,2,2,Delhi,Furnished,Super Area,40000
600,2,2,Delhi,Unfurnished,Super Area,8000
1300,3,3,Delhi,Furnished,Carpet Area,95000
1450,3,3,Delhi,Semi-Furnished,Carpet Area,68000
110,3,2,Delhi,Unfurnished,Super Area,18000
3500,4,6,Delhi,Semi-Furnished,Carpet Area,130000
4000,4,7,Delhi,Semi-Furnished,Carpet Area,150000
2500,3,4,Delhi,Semi-Furnished,Carpet Area,75000
3000,4,5,Delhi,Semi-Furnished,Carpet Area,110000
3500,4,6,Delhi,Semi-Furnished,Carpet Area,150000
240,1,1,Delhi,Semi-Furnished,Super Area,10000
1250,3,2,Delhi,Unfurnished,Carpet Area,24000
1000,3,2,Delhi,Semi-Furnished,Super Area,28000
900,3,2,Delhi,Unfurnished,Carpet Area,28000
900,2,2,Delhi,Semi-Furnished,Carpet Area,18000
1250,3,3,Delhi,Unfurnished,Carpet Area,27000
650,2,2,Delhi,Unfurnished,Carpet Area,17000
3200,3,4,Delhi,Semi-Furnished,Super Area,350000
900,2,1,Delhi,Semi-Furnished,Super Area,25000
1250,3,2,Delhi,Unfurnished,Carpet Area,16500
60,2,2,Delhi,Semi-Furnished,Carpet Area,14000
90,2,2,Delhi,Unfurnished,Super Area,18000
55,2,1,Delhi,Unfurnished,Super Area,10000
50,2,1,Delhi,Unfurnished,Super Area,10000
400,4,4,Delhi,Unfurnished,Carpet Area,100000
680,2,1,Delhi,Furnished,Carpet Area,25000
756,2,2,Delhi,Semi-Furnished,Carpet Area,22999
500,2,1,Delhi,Unfurnished,Super Area,6000
900,2,2,Delhi,Furnished,Carpet Area,40000
2000,3,3,Delhi,Furnished,Super Area,250000
40,1,1,Delhi,Furnished,Carpet Area,13000
100,1,1,Delhi,Furnished,Super Area,14000
950,2,2,Delhi,Semi-Furnished,Carpet Area,20000
200,1,1,Delhi,Furnished,Carpet Area,5500
900,2,2,Delhi,Furnished,Carpet Area,32000
750,2,1,Delhi,Semi-Furnished,Super Area,8000
1400,3,3,Delhi,Unfurnished,Carpet Area,25000
100,2,2,Delhi,Semi-Furnished,Carpet Area,28000
100,2,2,Delhi,Semi-Furnished,Super Area,22000
100,1,1,Delhi,Semi-Furnished,Super Area,21000
1000,2,2,Delhi,Semi-Furnished,Super Area,30000
400,1,1,Delhi,Unfurnished,Carpet Area,12000
70,1,1,Delhi,Unfurnished,Super Area,15000
450,1,1,Delhi,Furnished,Carpet Area,18000
900,2,1,Delhi,Unfurnished,Carpet Area,18000
42,1,1,Delhi,Semi-Furnished,Super Area,10000
400,1,1,Delhi,Furnished,Carpet Area,16000
900,2,2,Delhi,Semi-Furnished,Carpet Area,20000
1500,4,2,Delhi,Semi-Furnished,Carpet Area,28000
70,1,1,Delhi,Semi-Furnished,Super Area,7000
450,2,1,Delhi,Furnished,Carpet Area,30000
900,2,1,Delhi,Semi-Furnished,Carpet Area,15000
500,1,1,Delhi,Unfurnished,Carpet Area,8000
400,1,2,Delhi,Unfurnished,Carpet Area,9000
150,3,2,Delhi,Semi-Furnished,Carpet Area,33500
450,1,1,Delhi,Unfurnished,Carpet Area,9500
540,2,1,Delhi,Unfurnished,Super Area,10000
400,1,1,Delhi,Furnished,Carpet Area,20000
450,1,1,Delhi,Unfurnished,Carpet Area,10000
700,1,1,Delhi,Unfurnished,Super Area,15000
1450,3,2,Delhi,Furnished,Carpet Area,55000
1000,2,2,Delhi,Semi-Furnished,Carpet Area,20000
550,2,2,Delhi,Semi-Furnished,Carpet Area,16000
900,2,2,Delhi,Furnished,Carpet Area,23000
300,3,3,Delhi,Semi-Furnished,Super Area,150000
1100,2,2,Delhi,Unfurnished,Super Area,25000
600,1,1,Delhi,Semi-Furnished,Carpet Area,9000
450,1,1,Delhi,Semi-Furnished,Super Area,11000
550,2,1,Delhi,Unfurnished,Carpet Area,11500
1000,3,2,Delhi,Unfurnished,Super Area,16000
1250,3,2,Delhi,Unfurnished,Carpet Area,23000
1950,4,4,Delhi,Semi-Furnished,Carpet Area,30000
1750,3,4,Delhi,Semi-Furnished,Carpet Area,110000
25,1,1,Delhi,Unfurnished,Super Area,3500
700,2,1,Delhi,Unfurnished,Carpet Area,12100
1800,2,1,Delhi,Unfurnished,Carpet Area,19000
1000,2,2,Delhi,Furnished,Super Area,40000
200,2,1,Delhi,Unfurnished,Super Area,8000
1700,3,3,Delhi,Semi-Furnished,Carpet Area,42000
70,3,2,Delhi,Semi-Furnished,Super Area,13000
1700,3,3,Delhi,Semi-Furnished,Carpet Area,44000
450,1,1,Delhi,Semi-Furnished,Carpet Area,11000
1350,3,3,Delhi,Semi-Furnished,Carpet Area,40000
2550,4,4,Delhi,Semi-Furnished,Super Area,150000
650,2,2,Delhi,Unfurnished,Carpet Area,13000
650,2,2,Delhi,Semi-Furnished,Carpet Area,17500
1250,3,3,Delhi,Unfurnished,Carpet Area,14500
1250,3,2,Delhi,Unfurnished,Carpet Area,24000
1000,3,2,Delhi,Unfurnished,Carpet Area,30000
500,1,1,Delhi,Semi-Furnished,Super Area,10000
500,1,1,Delhi,Semi-Furnished,Carpet Area,10000
1550,3,3,Delhi,Semi-Furnished,Carpet Area,90000
3800,4,5,Delhi,Semi-Furnished,Carpet Area,280000
1150,2,2,Delhi,Unfurnished,Super Area,32000
2000,3,3,Delhi,Unfurnished,Carpet Area,80000
30,1,1,Delhi,Furnished,Carpet Area,5500
50,1,1,Delhi,Semi-Furnished,Carpet Area,6000
1205,3,2,Delhi,Furnished,Super Area,30000
1450,3,2,Delhi,Semi-Furnished,Carpet Area,42000
200,1,1,Delhi,Unfurnished,Super Area,5500
350,2,2,Delhi,Semi-Furnished,Super Area,7000
700,2,1,Delhi,Unfurnished,Super Area,10000
400,1,1,Delhi,Furnished,Carpet Area,17000
700,1,1,Delhi,Semi-Furnished,Super Area,18000
1000,2,2,Delhi,Semi-Furnished,Carpet Area,14000
450,1,1,Delhi,Furnished,Carpet Area,17000
1200,3,2,Delhi,Semi-Furnished,Super Area,27000
1200,3,2,Delhi,Semi-Furnished,Carpet Area,25000
900,2,2,Delhi,Semi-Furnished,Super Area,23000
84,2,2,Delhi,Furnished,Carpet Area,24500
200,1,1,Delhi,Unfurnished,Carpet Area,10000
1300,2,2,Delhi,Unfurnished,Super Area,35000
1300,2,2,Delhi,Furnished,Carpet Area,27000
200,1,1,Delhi,Unfurnished,Carpet Area,7000
300,1,1,Delhi,Semi-Furnished,Carpet Area,5000
550,2,1,Delhi,Unfurnished,Carpet Area,5000
950,2,1,Delhi,Semi-Furnished,Super Area,12000
750,2,2,Delhi,Furnished,Carpet Area,30000
950,2,2,Delhi,Semi-Furnished,Carpet Area,25000
350,1,1,Delhi,Semi-Furnished,Carpet Area,6000
2000,3,3,Delhi,Unfurnished,Super Area,45000
180,3,3,Delhi,Unfurnished,Carpet Area,40000
60,2,1,Delhi,Semi-Furnished,Super Area,8500
950,2,1,Delhi,Unfurnished,Carpet Area,16500
1400,3,3,Delhi,Semi-Furnished,Carpet Area,100000
200,3,2,Delhi,Unfurnished,Carpet Area,52000
450,1,1,Delhi,Furnished,Carpet Area,12500
600,2,2,Delhi,Unfurnished,Super Area,14000
350,1,1,Delhi,Unfurnished,Super Area,15000
300,1,1,Delhi,Furnished,Carpet Area,5000
95,2,2,Delhi,Semi-Furnished,Carpet Area,40000
550,1,1,Delhi,Furnished,Super Area,17000
900,3,3,Delhi,Furnished,Super Area,15000
25,1,1,Delhi,Semi-Furnished,Super Area,6000
325,3,3,Delhi,Unfurnished,Carpet Area,85000
80,2,2,Delhi,Semi-Furnished,Super Area,18000
77,2,1,Delhi,Unfurnished,Super Area,7500
60,2,1,Delhi,Semi-Furnished,Super Area,10000
100,1,1,Delhi,Furnished,Super Area,9000
1300,3,2,Delhi,Semi-Furnished,Super Area,24000
500,2,2,Delhi,Semi-Furnished,Carpet Area,12000
500,2,2,Delhi,Semi-Furnished,Carpet Area,10500
1200,2,2,Delhi,Semi-Furnished,Super Area,31000
250,1,1,Delhi,Semi-Furnished,Super Area,9000
700,2,1,Delhi,Semi-Furnished,Super Area,9000
1050,3,2,Delhi,Unfurnished,Carpet Area,27000
500,2,2,Delhi,Semi-Furnished,Carpet Area,12500
1100,2,2,Chennai,Semi-Furnished,Super Area,15000
1000,2,2,Chennai,Semi-Furnished,Super Area,6500
2400,3,3,Chennai,Semi-Furnished,Carpet Area,90000
3000,3,4,Chennai,Furnished,Super Area,200000
650,1,1,Chennai,Semi-Furnished,Carpet Area,15000
1000,2,2,Chennai,Semi-Furnished,Carpet Area,15000
700,2,2,Chennai,Unfurnished,Super Area,7600
1200,3,3,Chennai,Semi-Furnished,Carpet Area,29000
1710,3,3,Chennai,Semi-Furnished,Super Area,20000
600,2,2,Chennai,Furnished,Super Area,12000
1080,2,2,Chennai,Unfurnished,Super Area,10500
1300,2,2,Chennai,Semi-Furnished,Super Area,29000
1027,2,2,Chennai,Semi-Furnished,Super Area,26000
1350,3,3,Chennai,Furnished,Super Area,25000
950,2,2,Chennai,Unfurnished,Super Area,10000
1300,2,2,Chennai,Unfurnished,Super Area,14000
600,2,1,Chennai,Unfurnished,Super Area,6000
1428,3,2,Chennai,Unfurnished,Super Area,40000
920,2,2,Chennai,Semi-Furnished,Carpet Area,23000
600,2,2,Chennai,Semi-Furnished,Carpet Area,10000
810,2,1,Chennai,Unfurnished,Carpet Area,10000
1200,2,2,Chennai,Semi-Furnished,Super Area,15000
550,1,1,Chennai,Semi-Furnished,Super Area,11000
600,2,1,Chennai,Unfurnished,Super Area,20000
850,2,1,Chennai,Furnished,Super Area,15000
2117,4,4,Chennai,Semi-Furnished,Carpet Area,22000
900,2,2,Chennai,Unfurnished,Super Area,6000
1000,2,2,Chennai,Semi-Furnished,Super Area,20000
500,1,1,Chennai,Unfurnished,Super Area,6500
800,2,1,Chennai,Semi-Furnished,Super Area,12000
1550,2,3,Chennai,Semi-Furnished,Super Area,27000
